unique_id,ds,y,LSTM
slug_flow,1501,0.4593967497231161,0.30082276
slug_flow,1502,0.4712825414543311,0.32919154
slug_flow,1503,0.4842310975726374,0.37110978
slug_flow,1504,0.4965635111475073,0.40895003
slug_flow,1505,0.5104207416834884,0.4377098
slug_flow,1506,0.523391248559074,0.46162373
slug_flow,1507,0.5381438961246698,0.47890726
slug_flow,1508,0.5585820071598588,0.48831278
slug_flow,1509,0.582845200651655,0.49233603
slug_flow,1510,0.6064303113443252,0.49396834
slug_flow,1511,0.6343012530622394,0.49467683
slug_flow,1512,0.6732562405350944,0.49501157
slug_flow,1513,0.7175141832318819,0.49517685
slug_flow,1514,0.7661448906461086,0.4952523
slug_flow,1515,0.8172966751340083,0.49526817
slug_flow,1516,0.8782437133900489,0.49522847
slug_flow,1517,0.9347397466056742,0.49511117
slug_flow,1518,0.969825315438902,0.49484074
slug_flow,1519,0.9813579390455724,0.49418747
slug_flow,1520,0.970998920283543,0.492443
slug_flow,1521,0.9352430926834868,0.48761782
slug_flow,1522,0.870869562949556,0.47582307
slug_flow,1523,0.78197551599493,0.4507404
slug_flow,1524,0.6836187366448117,0.3983106
slug_flow,1525,0.5738997237247263,0.33472562
slug_flow,1526,0.4461158895663921,0.28369552
slug_flow,1527,0.3080538849797705,0.24145806
slug_flow,1528,0.1556421704908798,0.21358322
slug_flow,1529,0.0619976319262245,0.19943568
slug_flow,1530,0.0147100500564199,0.20153853
slug_flow,1531,0.0341223435237007,0.21794707
slug_flow,1532,0.1149493785110345,0.24646664
slug_flow,1533,0.2318135585263696,0.2667927
slug_flow,1534,0.279676989173278,0.2732909
slug_flow,1535,0.330307171508004,0.27664238
slug_flow,1536,0.2842653494473625,0.27826628
slug_flow,1537,0.2232700629921533,0.27874112
slug_flow,1538,0.1678654822820441,0.27890596
slug_flow,1539,0.1570661443690439,0.27898273
slug_flow,1540,0.2009487943166229,0.27902636
slug_flow,1541,0.2612344410424393,0.27904645
slug_flow,1542,0.3160759087613514,0.27905533
slug_flow,1543,0.314496758242618,0.27905744
slug_flow,1544,0.3042418425769928,0.27905533
slug_flow,1545,0.2738502584538669,0.2790521
slug_flow,1546,0.2345020698912112,0.27904904
slug_flow,1547,0.2325506475690731,0.27904716
slug_flow,1548,0.2507090529269705,0.2790476
slug_flow,1549,0.2779643954370244,0.27905032
slug_flow,1550,0.3029015423775669,0.2790594
slug_flow,1551,0.293365351012169,0.27907592
slug_flow,1552,0.2930995512482809,0.2790933
slug_flow,1553,0.2772211123687518,0.27911428
slug_flow,1554,0.2560766650844734,0.27914286
slug_flow,1555,0.2636316376047333,0.2791784
slug_flow,1556,0.2658945216125852,0.2792121
slug_flow,1557,0.2753055284612214,0.279247
slug_flow,1558,0.292165014057178,0.27928534
slug_flow,1559,0.2812276689078172,0.2793324
slug_flow,1560,0.2882882060537146,0.27938044
slug_flow,1561,0.2715111335979595,0.27942738
slug_flow,1562,0.2717677618573209,0.279465
slug_flow,1563,0.2662878096360782,0.27948993
slug_flow,1564,0.2764235826765493,0.2795085
slug_flow,1565,0.2764539225351256,0.2795244
slug_flow,1566,0.2845187611601127,0.27954152
